"","numbers","contents","categories","dates","peoples"
"1890","443065","농촌진흥청 고위공무원의 갑질에서 시작된 4년간 조직적 살인 행위에 대한 피해를 호소합니다.","인권/성평등","2020-05-27","657"
"1891","443064","경찰공무원 채용 시험일자에 대해 재고 부탁드립니다","보건복지","2020-05-27","1,981"
"1892","443063","고칠 수 없는 상처 간통죄 형사처벌 해야 합니다.","기타","2020-05-27","856"
"1893","443062","눈 찌푸려지는 게임 광고들을 막아주세요","인권/성평등","2020-05-27","1,003"
"1894","443061","공수처법 대상 확대 발의안 국회 통과 요청 및 양승태 공소장 공범 권순일 불법 대법관을 구속 수사 하라! 대검찰청 검찰 수사 심의 위원회 소집 신청서등을 인용 하라!","행정","2020-05-27","1,204"
"1895","443060","동북선 공정율 0%. 왜 국토교통부와 청와대는 팔짱끼고 보고만 있습니까?","교통/건축/국토","2020-05-27","3,033"
"1896","443059","모바일 온라인게임 사행성 매번글이 올라오는데 조치가 없는것을 문제 있다고 생각합니다","문화/예술/체육/언론","2020-05-27","675"
"1897","443058","순경채용시험일정을 조속히 해주시길바랍니다.","일자리","2020-05-27","543"
"1898","443057","정은경 본부장님을 비롯해 질병관리부 월급 반납을 반대합니다!!","보건복지","2020-05-27","2,715"
"1899","443056","국회의원들의 월급을 20프로 반납해주시길 청원합니다.","기타","2020-05-27","2,589"
"1900","443055","국민 및 공무원분들 지역주택조합 피해를 막아주십시요.","행정","2020-05-27","2,117"
"1901","443054","직장 내 괴롭힘 법 비웃는 구립**장애인복지관 문제와 직장 내 괴롭힘법 개선에 함께해주십시오.","기타","2020-05-27","1,347"
"1902","443053","다목적 방사광 가속기’는 꼭 호남권에 유치되어야 합니다.","성장동력","2020-05-27","109,583"
"1903","443052","가짜 언론 인사이트 폐지를 원합니다","정치개혁","2020-05-27","887"
"1904","443051","(라임) 유래없는 사기극에서 수십개의 기업들이 기업사냥꾼들에게 피빨리고 상폐되었습니다. 철저한 진상규명이 필요합니다.","기타","2020-05-27","1,096"
"1905","443050","전국 부동산 중개업소를 정부와 협력적, 상생적 동반자 관계로 정립하여 주시기 바랍니다.","기타","2020-05-27","8,008"
"1906","443049","대한민국.. 법치국가 맞습니까? ""보험사의 보험사기"" 더 이상 방치하면 안됩니다.","보건복지","2020-05-27","567"
"1907","443048","2189억원과 1904억원의 원유연계 레버리지 ETN을 불완전판매하여 투자자 보호의무를 저버린 **증권과 **금융투자 관계자를 구속 수사해주십시요","경제민주화","2020-05-27","685"
"1908","443047","이 상황에 자금지원이 아니라 자금 회수를 해야 하나!!","기타","2020-05-27","220"
"1909","443046","해외입국자들 자가격리 강화해주세요","기타","2020-05-27","464"
"1910","443045","수의사의 동물학대 사건의 강력한 처벌을 청원합니다.","반려동물","2020-05-27","42,997"
"1911","443044","군대 휴가통제에 대한 보상을 통일해주시길 청원드립니다.","외교/통일/국방","2020-05-27","3,903"
"1912","443043","국회의원 평가제 도입 건의","정치개혁","2020-05-27","1,322"
"1913","443042","강남로또 10억 분양이익 환수제 해주세요","교통/건축/국토","2020-05-27","489"
"1914","443041","도대체 언론 개혁은 언제 하는 건가요? SBS 이** 오보는 누가 책임지나요?","문화/예술/체육/언론","2020-05-27","5,514"
"1915","443040","강제회비 걷고 밀실정치하는 안경사협회를 고발합니다","행정","2020-05-27","741"
"1916","443039","유튜버 **을 처벌해주세요","기타","2020-05-27","1,356"
"1917","443038","재일 교포에게 마스크를 보내주세요","외교/통일/국방","2020-05-27","386"
"1918","443037","어린이집 재등원 금지가 합법적인것인가요?","육아/교육","2020-05-27","461"
"1919","443036","**자산운용 원유선물 불법주가 조작을 고발합니다.","경제민주화","2020-05-27","818"
"1920","443035","국방TV 인기 프로그램 ""토크멘터리 전쟁사"" 폐지 철회해 주세요","외교/통일/국방","2020-05-27","402"
"1921","443034","한국노총 개인사업자, 법인사업자로 구성 된 건설기계분과 자체가 불법인데 왜   문재인 정부와 고용노동부에서는 해결책을 찾지 않으십니까?","일자리","2020-05-27","387"
"1922","443033","n번방 가해자 처벌과 일간베스트와 디시인사이드 폐쇄를 해주세요.","인권/성평등","2020-05-27","1,330"
"1923","443032","인류애를 저버린 국가에 대한 인도적 지원에 반대합니다.","외교/통일/국방","2020-05-27","1,933"
"1924","443031","정**교수님 보석허가 해주세요","정치개혁","2020-05-27","15,841"
"1925","443030","동탄 상가분양 사기를 당하였고, 피의자는 잠적하였습니다.","경제민주화","2020-05-27","167"
"1926","443029","화폐 개혁 해야합니다.","미래","2020-05-27","1,881"
"1927","443028","**자산운용 ***** wti 원유선물(H) 운용 방식 변경이 배임에 해당되는지 조사해주세요","경제민주화","2020-05-27","1,036"
