"","numbers","contents","categories","dates","peoples"
"6337","438628","신혼부부가 생이별해야하는 나라","저출산/고령화대책","2020-01-09","222"
"6338","438627","편히 눈감게해주세요","기타","2020-01-09","23,901"
"6339","438626","""성범죄자 알림e 정보 공유하면 처벌."" 제도적 보완을 청원합니다.","행정","2020-01-09","670"
"6340","438625","백화점 근무시간 제발단축해주세요 수명이단축되겠어요","인권/성평등","2020-01-09","1,071"
"6341","438624","이래도 좋은가?국민들께서 심판을!","일자리","2020-01-09","158"
"6342","438623","후순위 사기채권 발행 하여 임의로 파산 시킨 저축은행 피해자의피,눈물 같은 돈 원금이라도 배상해 주시기를 청원 합니다.","경제민주화","2020-01-08","225"
"6343","438622","길거리 전단지 배포에 대한 규제를 부탁드립니다.","안전/환경","2020-01-08","184"
"6344","438621","한번만 읽어주세요(도움 부탁드립니다)","보건복지","2020-01-08","644"
"6345","438620","저희도 사람입니다","일자리","2020-01-08","9,124"
"6346","438619","21세기형 노인문제","보건복지","2020-01-08","141"
"6347","438618","나라를 위해 최선을 다하는 윤석열총장님께 국민훈장을 주세요","정치개혁","2020-01-08","433"
"6348","438617","스크린 독점에 대한 개선방안","문화/예술/체육/언론","2020-01-08","193"
"6349","438616","주식시장 상하한가제도 폐지","경제민주화","2020-01-08","466"
"6350","438615","삼척시청이 삼척유리테마파크를 만들면서 국가계약법과 지방자치단체 계약법을 어기고 특정인과 공모하여 총60여 억원의 국고를 남용한 사건을  검사가 받아쓰기 조사한 검사를 고발 합니다.","정치개혁","2020-01-08","316"
"6351","438614","사기범죄를 신고하러 가도 돌아가라는 경찰! 대한민국 경찰의 수사 시스템은 문제가 있습니다!","기타","2020-01-08","295"
"6352","438613","성 중립 화장실을 만들어주세요.","인권/성평등","2020-01-08","701"
"6353","438612","노인울리는 노인복지주택","보건복지","2020-01-08","412"
"6354","438611","〓 주택정책도 대 변혁이 요구 됩니다 〓","교통/건축/국토","2020-01-08","200"
"6355","438610","대한민국헌법 제32조, 제34조의 개정을 요구합니다.","인권/성평등","2020-01-08","169"
"6356","438609","국가보훈청 안일주의 근무형태 개선요구합니다.","기타","2020-01-08","163"
"6357","438608","택시/모빌리티 상생법? 모빌리티 사장법!!!","미래","2020-01-08","644"
"6358","438607","암호화폐 세금 걷는다구요?","경제민주화","2020-01-08","1,764"
"6359","438606","국민의 수신료가 투명하게 사용되고 있는지 조사해주세요.","문화/예술/체육/언론","2020-01-08","580"
"6360","438605","산업인력관리공단 시행 자격시험 문제점","행정","2020-01-08","148"
"6361","438604","정부는최우선적으로  자본시장을 개혁하라","경제민주화","2020-01-08","1,230"
"6362","438603","성매매피해여성을 위한 자활지원센터 수익금 지침 개정","보건복지","2020-01-08","122"
"6363","438602","동물복지 축산농장 인증기준의 완화 및 보조금 지원제도를 개정을 요구합니다.","농산어촌","2020-01-08","120"
"6364","438601","스쿨존 어린이 보행사망사고 근원적 개선 촉구 청원","안전/환경","2020-01-08","497"
"6365","438600","육아기 근로시간단축 개정바랍니다","육아/교육","2020-01-08","434"
"6366","438599","인터넷 댓글 실명제를 요구합니다","문화/예술/체육/언론","2020-01-08","479"
"6367","438598","성범죄 처벌","인권/성평등","2020-01-05","720"
"6368","438597","검찰 기자실의 폐쇄 또는 운용 방식 전면 개선을 청원합니다","문화/예술/체육/언론","2020-01-05","56,054"
"6369","438596","주민 피말려 죽이는 살인적인 공익사업!!재 검토 요청합니다.","행정","2020-01-05","210"
"6370","438595","개인 단체에서 운영되고 있는 베이비 박스를 국가에서 공정한 시스템을 거쳐 운영 및 관리해주시길 바랍니다.","육아/교육","2020-01-05","208"
"6371","438594","150마리 유기동물의 안식처 마석보호소 철거를 반대합니다","반려동물","2020-01-05","5,209"
"6372","438593","가정을 파탄내고 있는 사이비 종교 '*****'의 조사와 처벌을 부탁드립니다.","인권/성평등","2020-01-05","3,432"
"6373","438592","무릎 꿇어 줄 어머니마저 없는 우리 탈북청소년들은 어디로 가야 하나요?","육아/교육","2020-01-05","19,666"
"6374","438591","**생명의 부당한 보험가입과 서민착취식 영업행위를 고발합니다.","기타","2020-01-05","158"
"6375","438590","5등급 차량 대상 미세먼지 저감 장치 의견","안전/환경","2020-01-05","721"
"6376","438589","종교적인 헌금을 연말 정산 소득세 공제에서 제외시켜 주십시오.","행정","2020-01-05","395"
"6377","438588","영화 **""***"" 배우 *** 를 청원합니다 ""** ** *** *""","문화/예술/체육/언론","2020-01-05","233"
"6378","438587","차기 국무총리로 손혜원 의원을 강력추천합니다","정치개혁","2020-01-05","656"
"6379","438586","민주당 경제부분 최고의 전문가 김진표 의원님의 총리임명을 적극 지지합니다.","기타","2020-01-05","8,589"
"6380","438585","검찰 출입처 기자단을 해체 해 주십시요.","문화/예술/체육/언론","2020-01-05","2,210"
"6381","438584","보험설계사를 위한 보험소비자를 보호할 수 있는 제대로된 표준위촉계약서를 만들어 주세요","경제민주화","2020-01-05","363"
"6382","438583","** 건조기사태. 제2의 가습기 사태를 답습하려는것인가?","안전/환경","2020-01-05","678"
"6383","438582","(주)*******, (주)***********_대표 ***, (주)****_대표 ***의 돈세탁 및 사기행각을 엄벌해 주세요!","기타","2020-01-05","2,231"
"6384","438581","반려동물 분양 절차 강화해야 합니다.","반려동물","2020-01-05","600"
"6385","438580","면역항암치료제(3세대 항암제) 의료보험 급여화","보건복지","2020-01-05","1,667"
"6386","438579","대한민국의 주식시장을 부양하십시요ㅡ애플시가총액이이 코스피전체시가총액을 이겨버린 존심이 상한날","미래","2020-01-05","3,725"
"6387","438578","가슴에 묻은 아들 억울함을풀어주세요","육아/교육","2020-01-05","1,799"
"6388","438577","*** 등 부동산중개 사이트 매물 등재시, 집주인 인증매물 제도의 법제화가 필요합니다.","기타","2020-01-04","793"
"6389","438576","호남·남해고속도로 버스전용차로 확대 청원","교통/건축/국토","2020-01-04","217"
"6390","438575"," **********의 부당한 상장폐지를 막아주세요.","경제민주화","2020-01-04","236"
"6391","438574","연예인의 사생활을 기사화하지 말아주세요.","인권/성평등","2020-01-04","559"
"6392","438573","건강검진 진료 항목에 정신과 항목을 추가해주시길 바랍니다.","보건복지","2020-01-04","515"
"6393","438572","화물운송종사자 보수교육을 인터넷으로도 받을수 있게 해주세요.","교통/건축/국토","2020-01-04","1,849"
"6394","438571","공직유관단체 시 체육회 사무국장의 갑질 및 위법행위에 따른 정상적인 징계요구","인권/성평등","2020-01-04","700"
"6395","438570","억울한 누명으로 20년의 세월을 송두리째 빼앗긴 윤 씨에게 보상해주기를 청원합니다.","인권/성평등","2020-01-04","345"
"6396","438569","고양시 마트 둘째 네째 일요일 휴무 전지역과 똑같이 해주세요","인권/성평등","2020-01-04","1,202"
"6397","438568","***의 만행을 멈춰주세요.","행정","2020-01-04","190"
"6398","438567","***는 고객에 대한 책임을 다하라","경제민주화","2020-01-04","1,340"
"6399","438566","반려동물 입양 시 정책 도입 및 동물보호법 강화 청원","반려동물","2020-01-04","719"
"6400","438565","6년전 스쿨죤에서의 사고, 상대보험사인 공제 조합이 힘들게해요.순탄하게 보험금 지급 받게 해주세요","행정","2020-01-04","161"
"6401","438564","공직자 피의사실 공개 요청","정치개혁","2020-01-04","444"
"6402","438563","(댓글실명제/ 실시간차트 폐지/ 실시간검색어 폐지) 조작과 불법, 살인자들이 지배하는 세상을 막아주세요","문화/예술/체육/언론","2020-01-04","4,554"
"6403","438562","*** **** 해체 원하지 않는다","문화/예술/체육/언론","2020-01-04","284"
"6404","438561","반려동물 스타일리스트 자격 관련 청원입니다.(구 애견미용)","반려동물","2020-01-04","277"
"6405","438560","간호사는 태움(직장 내 괴롭힘)을 태우는 가해자에게 신고해야합니까?","인권/성평등","2020-01-04","682"
"6406","438559","*******빨리완공해주세요.","교통/건축/국토","2020-01-04","2,190"
"6407","438558","검찰 포함 정부조직개편을 반드시 단행하여 주시기를 청원합니다.","행정","2020-01-04","3,539"
"6408","438557","서울가정법원 판사들의 그릇된 판결로 노모가 죽어가고 있습니다.","기타","2020-01-03","255"
"6409","438556","구미 **대학교 온갖 비리와 학교가 학생들을 상대로 갑질 행동을 하고 있습니다.","육아/교육","2020-01-03","704"
"6410","438555","한 연예인을 지속적으로 악플을 달고 조롱하는 디시인사이드 **********갤러리를 처벌해주세요","기타","2020-01-03","1,313"
"6411","438554","교육기관(대학)의 개인정보 손해배상책임보험 의무가입 폐지를 청원합니다.","행정","2020-01-03","637"
"6412","438553","강간상해와 같은 강력범죄의 처벌강화 및 정상참작 기준 강화를 촉구합니다.","안전/환경","2020-01-03","579"
"6413","438552","전동킥보드의 사용규제를 강화시켜주세요.","교통/건축/국토","2020-01-03","316"
"6414","438551","청소년 범죄 처벌 강화해주세요","인권/성평등","2020-01-03","951"
"6415","438550","악의적인 청소년도 청소년입니까","행정","2020-01-03","317"
"6416","438549","체육단체의 정치적 중립을 위한 법안을 제정해 주십시오!","문화/예술/체육/언론","2020-01-03","976"
"6417","438548","그동안 우리국민은 추락재해로 충분히 고통 받으며 살아왔습니다.","안전/환경","2020-01-03","185"
"6418","438547","배달원들의 실명 제도를 시행해주세요.","안전/환경","2020-01-03","458"
"6419","438546","아파트 ,상가  분양 계약  사기를  고발 합니다.","경제민주화","2020-01-03","148"
"6420","438545","반려동물 호텔유기 빙자 사기 및 반려동물 소유권 강제박탈 입양 양도 법개정 개선 요구","반려동물","2020-01-03","859"
"6421","438544","고장 난 수능 샤프를 장시간 교체 받지 못해 시험을 망쳤습니다. 다시는 이런 억울한 일이 없도록 해주세요.","육아/교육","2020-01-03","884"
"6422","438543","대통령님의 의지만 있으면 검찰개혁 법 개정없이도 할수 있습니다","정치개혁","2020-01-03","1,829"
"6423","438542","언론에 흔들리는 국민, 언론은 본질을 지켜주세요.","문화/예술/체육/언론","2020-01-03","472"
"6424","438541","한국마사회 경마기수 우리 아들 ***의 죽음을 진상규명하고 책임자 처벌해주십쇼","인권/성평등","2020-01-03","7,648"
"6425","438540","***** 병원의 제대로 된 조치를 받을 수 있도록 도와주세요.","보건복지","2020-01-03","459"
"6426","438539","SRT 객실승무원 채용비리 관련 조사 실시해 주십시오.","일자리","2020-01-03","302"
"6427","438538","한 사람의 아내로의 간곡한 청(국가유공자 사망 후 유공혜택의 유가족 인계)","보건복지","2020-01-03","180"
"6428","438537","필리핀에서 도망온 범죄자들을 필리핀으로 추방하든지, 한국에서 범죄를 또 일으킬지 모르니, 예방조치해 주세요.","안전/환경","2020-01-03","265"
"6429","438536","영광군의 SRF열병합발전소 건축사업 허가를 취소해 주세요.","안전/환경","2020-01-03","1,167"
"6430","438535","*** ** 오픈 서비스를 막아 주세요.","경제민주화","2020-01-03","2,840"
"6431","438534","포항****의 ****** 입주민에 대한 불법행위를 고발합니다","교통/건축/국토","2020-01-03","474"
"6432","438533","극심한 전세 인상 해결을 위해 ‘공공주택’ 건설사들의 파렴치한 분양 연기 문제를 해결해 주십시오!","교통/건축/국토","2020-01-03","868"
"6433","438532","불법 웹툰(만화)사이트 단속을 강화해주세요!!!!","문화/예술/체육/언론","2020-01-03","5,692"
"6434","438531","무기계약직이라는 이름으로 정규직 차별을 없애 주세요.","일자리","2020-01-03","1,538"
"6435","438530","고등학교 수행평가 축소하거나 폐지해 주세요.","육아/교육","2020-01-03","699"
"6436","438529","인천**동주택재개발 총회시공사선정및 조합장임원선정 교통비지급(20만원 냄비셋트지급)","교통/건축/국토","2020-01-03","200"
"6437","438528","불공정한보도를한 언론의 제재시스템","기타","2020-01-02","467"
"6438","438527","부동산 다운계약, 다운거래의 악습을 끊어주세요.","교통/건축/국토","2020-01-02","201"
"6439","438526","교육부의 지침에 따른 고등학교 윤리교과서의 ""인민주권""표기에 대해 수정을 요구합니다.","육아/교육","2020-01-02","303"
"6440","438525","성폭력을 두둔한 박능후 보건복지부 장관의 사퇴를 촉구합니다.","육아/교육","2020-01-02","17,925"
"6441","438524","성남 어린이집 성폭행 사건 가해자 아버지가 소속된 **** **팀 해산을 요청 합니다.","문화/예술/체육/언론","2020-01-02","4,487"
"6442","438523","사립 유치원 교사들도 국가호봉 지급해 주세요.","육아/교육","2020-01-02","435"
"6443","438522","피해자 중심적인 보도와 법률집행의 폐단을 없애주세요","인권/성평등","2020-01-02","304"
"6444","438521","BRCA 유전자 변이가 없는 91%의 난소암 환자들도 신약을 복용하게 해주세요.","보건복지","2020-01-02","32,708"
"6445","438520","직무유기 국회의원 처벌법 제정을 청원합니다","정치개혁","2020-01-02","1,638"
"6446","438519","업주들만 처벌받는 미성년자의 음주, 흡연","안전/환경","2020-01-02","1,138"
"6447","438518","서울 중구청장의 졸속행정으로 부터 중구 아이들을 살려주십시오!!!","육아/교육","2020-01-02","518"
"6448","438517","은평뉴타운내 주민의견을 무시한 여명학교 신설/이전 추진을 막아주세요","교통/건축/국토","2020-01-02","693"
"6449","438516","부모들이 안심하고 자녀를 보낼 수 있는 유치원을 만들어주세요.","육아/교육","2020-01-02","621"
"6450","438515","150여명의 직원이 실직자가 되었습니다","일자리","2020-01-02","195"
"6451","438514","청소년을 착취하며 성장한 1:1 영어 교육업체 ******-에 대한 감사 및 사법조치가 시급합니다. (온오프라인 병합 인터넷강의 학원)","육아/교육","2020-01-02","5,756"
"6452","438513","부실공사 **건설과 부실을 관가하는 시행사 lh공사를 고발합니다.","교통/건축/국토","2020-01-02","214"
"6453","438512","고교교사가 제 자녀의 학생부에 악의적 허위내용을 기재하여 수시전형에서 모두 탈락하게 되었습니다.","육아/교육","2020-01-01","363"
"6454","438511","국회에서는 법안으로 인질 잡고 협상하는 카드로 사용하지 말아 주시기 바랍니다.","정치개혁","2020-01-01","691"
"6455","438510","국회의원 임기 제한제 도입을 촉구합니다","정치개혁","2020-01-01","904"
"6456","438509","처음학교로 시스템 개선이 필요합니다.","육아/교육","2020-01-01","756"
"6457","438508","중증환자 개인 간병비 너무 힘들어요.","보건복지","2020-01-01","592"
"6458","438507","언제까지 재판을 해야 하는가요?.... 제발 도와주세요","행정","2020-01-01","376"
"6459","438506","**당 지역 위원장의 군의원에 대한 성추행 사건에 대한 청원","인권/성평등","2020-01-01","13,570"
"6460","438505","수능성적표 부정확인한 인원 전원 0점 처리 바랍니다.","육아/교육","2020-01-01","853"
"6461","438504","오늘도 자살충동을 느끼며 이글을 씁니다! 개고양이 식용종식해주세요!!","반려동물","2020-01-01","1,235"
"6462","438503","천안시 광덕면 원덕리 소각장건립을 막아주세요","안전/환경","2020-01-01","615"
"6463","438502","창원 **터널 5중 추돌사고, 저희 할아버지의 죽음과 같은 사고가 다시는 일어나지 않게 해주세요.","교통/건축/국토","2020-01-01","5,228"
"6464","438501","보이스 피싱 피해자입니다.","안전/환경","2020-01-01","412"
"6465","438500","수도권매립지 2025년 폐쇄를 요청합니다.","안전/환경","2020-01-01","2,915"
"6466","438499","친부에 의한 아동 성폭력 피해자입니다.","안전/환경","2020-01-01","24,179"
"6467","438498","**** *** 선수 퇴출","인권/성평등","2020-01-01","2,444"
"6468","438497","아동간 성폭력사고 시 강제력을 가진 제도를 마련해주시기 바랍니다.","인권/성평등","2020-01-01","241,135"
"6469","438496","제 30회 공인 중개사 시험 오류 출제에 관한 사항 시정 요구","행정","2020-01-01","470"
"6470","438495","철도공단의 무성의 무책임을 바로 잡아 주세여","농산어촌","2020-01-01","137"
"6471","438494","효과적인 성매매근절을 위하여 포주와 성구매자만 처벌하는 노르딕 모델을 도입해주세요","인권/성평등","2020-01-01","30,387"
"6472","438493","수원**고등하교 **부장의 상갑질을 고발합니다!","인권/성평등","2020-01-01","265"
"6473","438492","제주시 **읍 **리에 사시는 조**님의 안따깝고 억울한 사연을 올립니다.","보건복지","2020-01-01","200"
"6474","438491","5만 명의 사람을 사지로 몰아넣은 희대의 사기꾼, 노**를 처벌해주세요.","기타","2020-01-01","621"
"6475","438490","졸음운전자 처벌을 강화해주세요. 부탁드립니다.","교통/건축/국토","2020-01-01","346"
"6476","438489","교도소 도서반입 금지를 반대합니다.","인권/성평등","2020-01-01","191"
"6477","438488","다자녀 가정의 교원 타시도 전출 제발 허락해주세요","육아/교육","2020-01-01","233"
"6478","438487","애견소변경범죄처벌","반려동물","2020-01-01","3,298"
"6479","438486","특수학교를 설립해주세요","육아/교육","2020-01-01","239"
"6480","438485","어린이집에서 성폭행을 당했습니다.제발 제발 읽어주세요","인권/성평등","2020-01-01","168,040"
"6481","438484","교사대원아비율","육아/교육","2020-01-01","1,311"
"6482","438483","인공관절 수술후 식물인간으로계시다가 돌아가셨습니다","보건복지","2020-01-01","251"
"6483","438482","**고등학교의 횡포를 멈춰주세요!!","육아/교육","2020-01-01","671"
"6484","438481","어린이 보육시설 cctv 상시 공개 의무화","육아/교육","2020-01-01","1,347"
"6485","438480","살인마들 다단계코인 사기범","기타","2020-01-01","444"
"6486","438479","국회의원 세비 인상 반대합니다","정치개혁","2020-01-01","1,589"
"6487","438478","불법도박의 피해가 점차 심각해지고 있습니다 도와주세요!!","보건복지","2020-01-01","307"
"6488","438477","실효성 없는 5등급차 운행금지, 2부제 강제시행을 철회해주십시오.","안전/환경","2019-12-29","2,463"
"6489","438476","박근혜 탄핵정국 계엄령 내란음모 통진당처럼 똑같이 정당해산 하라!!@","정치개혁","2019-12-29","2,655"
"6490","438475","나경원 자유한국당 의원의 공직선거법 위반과 관련하여  철저한 수사를 촉구합니다.","정치개혁","2019-12-29","50,773"
"6491","438474","자유한국당 해체(해산)를 촉구합니다.","정치개혁","2019-12-29","69,815"
"6492","438473","*** ** 윤석열 검찰청장 즉시 체포 파면 특검수사요구","정치개혁","2019-12-29","95,872"
"6493","438472","‘이재용 부회장’도 ‘임원’도 반드시 구속되어야 합니다.","경제민주화","2019-12-29","1,841"
"6494","438471","공수처, 패스트트랙, 연동형 비례대표제 결사 반대합니다.","정치개혁","2019-12-29","22,720"
"6495","438470","국가자격증 미용학원 법 개정 및 감사가 시급합니다.","육아/교육","2019-12-29","264"
"6496","438469","가두리 부동산 개인정보 공유, 담합 등 불법행위 조사해 주세요","교통/건축/국토","2019-12-29","1,740"
"6497","438468","터무니없는 방위비  요구하는 미국에게 분노하고 자주 국방 하여 더 이상 미국의 압력을 벗어나야 합니다.","외교/통일/국방","2019-12-29","1,848"
"6498","438467","국민 모두가 공감할 수 있는 성범죄 양형기준 재정비","인권/성평등","2019-12-29","812"
"6499","438466","파킨슨환자에게도 탁월한 효능이 있는 마약류 cbd오일 처방가능케 하여주십시오","보건복지","2019-12-29","550"
"6500","438465","*** 전 금천구청장 구속수사 해주세요!!","교통/건축/국토","2019-12-29","225"
"6501","438464","수도권3기신도시철회해주세요","교통/건축/국토","2019-12-29","307"
"6502","438463","저의 농장위에 축사건립을 막아주세요","교통/건축/국토","2019-12-29","254"
"6503","438462","군 입대후 질병 발생으로 고통스럽습니다.","외교/통일/국방","2019-12-29","3,843"
"6504","438461","*****병원의 파업은 왜 정기화 하는 걸까?","일자리","2019-12-29","787"
"6505","438460","선생님을 지켜주세요 불법녹취로 교권이 추락하고 있습니다.","육아/교육","2019-12-29","9,364"
"6506","438459","*** 가해자들을 강력처벌하고 집중단속해서 이런일이 두번 다시 일어나지 않게 강하게 처벌해주세요","인권/성평등","2019-12-29","133,313"
"6507","438458","엄마의 파업을 알리고 싶습니다.","일자리","2019-12-29","2,501"
"6508","438457","전세금좀 돌려받게 해주세요~!!!!","기타","2019-12-29","757"
"6509","438456","경비원폭행 남의 일 인줄만 알았습니다","인권/성평등","2019-12-29","4,096"
"6510","438455","뇌전증은 죽을 병이 아닙니다.","보건복지","2019-12-29","259"
"6511","438454","한부모 차량가액좀 올려주세요","보건복지","2019-12-29","643"
"6512","438453","저출산 시대의 다자녀 가구 지원","저출산/고령화대책","2019-12-29","476"
"6513","438452","근로기준법 일부 개정 (휴게시간의 상한) 청원합니다.","일자리","2019-12-28","1,163"
"6514","438451","필리핀 관광객 입국비자 서류간소화및 비자발급기간 단축 과 더불어 상호무비자 협정체결","기타","2019-12-28","275"
"6515","438450","저출산을 걱정하며 왜 학폭위 처벌은 솜방망이인가요?","육아/교육","2019-12-28","588"
"6516","438449","강제징용 피해자 외면하는 ""문희상 안"" 백지화에 힘을 보태주십시오","외교/통일/국방","2019-12-28","33,320"
"6517","438448","공수처 신설 법안을 국회에서 대상 확대 발의하여 국회 통과 요청및 양승태 공소장 공범 권순일 대법관을 서울 중앙 지검 특별 공판팀에 제출한 최종 의견서등을 보고 구속 수사 하라!","정치개혁","2019-12-28","1,223"
"6518","438447","충북 충주시 **고등학교의 한 학생에 의한 장기간의 심각한 학교폭력을 축소 은폐하고자 불법 공모한 지역사회 공 기관(충북교육청, **경찰서, 학교)을 고발합니다.","안전/환경","2019-12-28","543"
"6519","438446","지방 중소기업을 죽이기 위해 대기업 **와 **시청의 유착을 고발합니다.","행정","2019-12-28","953"
"6520","438445","일하지 않는 공무원을 처벌하여 주세요(근로감독관 소극행정,갑질)","행정","2019-12-28","468"
"6521","438444","중학교 배정 및 통학로 안전 확보","안전/환경","2019-12-28","192"
"6522","438443","성관계영상협박여부에 중점을둔성범죄가중처, 반대성별 남성, 여성법조인의 불필요한 영상시청요구 막아주세요.","인권/성평등","2019-12-28","2,281"
"6523","438442","제30회 공인중개사시험 이의신청 문제","육아/교육","2019-12-28","438"
"6524","438441","반려동물 1000만시대, 반려동물공장을 없애주세요","반려동물","2019-12-28","1,997"
"6525","438440","20학년도 수능 **고등학교 사태","육아/교육","2019-12-28","722"
"6526","438439","2020년 4월 15일 선거 총선에 (전자개표ㆍ사전투표) 폐지 VS 수개표 진행 청원","정치개혁","2019-12-28","7,673"
"6527","438438","대한민국 하청 노동자 세금체납","보건복지","2019-12-28","517"
"6528","438437","국가에 강제수용되는 토지에 관한 양도세 100% 감면","교통/건축/국토","2019-12-28","1,348"
"6529","438436","횡단보도 사망사고 가해자를 구속수사 해주세요.","교통/건축/국토","2019-12-28","445"
"6530","438435","산업용 보일러 안전관리자 선임 자격 하향평준화에 대해 반대합니다.","안전/환경","2019-12-28","525"
"6531","438434","건설사의 행포를 막아주세요","교통/건축/국토","2019-12-28","373"
"6532","438433","아버지란 이름의 성폭력 가해자를 벌해주십시오","인권/성평등","2019-12-28","109,696"
"6533","438432","재 동생의 억울한 죽음을 발켜 주세요 (간곡히 부탁드립니다)","보건복지","2019-12-28","459"
"6534","438431","센서 경보음으로 인해서 수능 수학시험을 망쳤습니다","육아/교육","2019-12-27","1,765"
"6535","438430","삶이 파괴되었습니다. ""의료사고"" 전담 ""국가의 감정기관""을 설립해 주세요.","보건복지","2019-12-27","443"
"6536","438429","음원 차트를 조작하는 사재기를 막아주세요","문화/예술/체육/언론","2019-12-27","6,911"
"6537","438428","미세먼지 주범인 건설현장 불량 안전망의 KS 인증제품 사용 의무화를 청원합니다","안전/환경","2019-12-27","193"
"6538","438427","반려동물 입양 절차 강화! 무책임하게 반려동물을 입양하지 못하게 해주세요","반려동물","2019-12-27","891"
"6539","438426","시각장애인도 버스를 탈 수 있게 해주세요.","교통/건축/국토","2019-12-27","3,738"
"6540","438425","‘학교 주자창 개방법’에 반대한다!","육아/교육","2019-12-27","7,182"
"6541","438424","획기적인 출산지원금을 통해 출산율을 높여 주세요","저출산/고령화대책","2019-12-27","240"
"6542","438423","세입자들에게 말도 안되는 것들로 갑질을 하는 악덕건물주를 제발 처벌 해 주세요.  그냥 놔두면 또다시 세입자들을 괴롭힙니다.","기타","2019-12-27","2,064"
"6543","438422","E스포츠 구단들의 갑질노예계약에 대한 전수조사를 청원합니다.","인권/성평등","2019-12-27","3,219"
"6544","438421","인도에서 실종된 청년 이**을 찾아주세요","외교/통일/국방","2019-12-27","1,815"
"6545","438420","비리검사 감찰은 외부기관에서 해야합니다","정치개혁","2019-12-27","2,696"
"6546","438419","엉터리 형사재판 결과와 이에 연동하여 판결하는 행정소송(부당환수)에 대해 국민의  힘으로 막아주십시요.","보건복지","2019-12-27","922"
"6547","438418","창진호 선내수색과 인양을 원합니다","안전/환경","2019-12-27","1,767"
"6548","438417","'자살뉴스 금지법'을 만들어 주세요.","안전/환경","2019-12-27","217"
"6549","438416","1100억 국민세금으로 운영되는 한국과학창의재단 이대로 좋은가?","정치개혁","2019-12-27","419"
"6550","438415","믿고 맡긴 병원에서 폭행당해 의식불명이된 저희 아버지를 위해 진상규명과 관련자들 강력한 처벌을 청원합니다.","보건복지","2019-12-27","3,121"
"6551","438414","재조사를 원합니다.","교통/건축/국토","2019-12-27","200"
"6552","438413","가축사육제한거리와 가구수 문제점","농산어촌","2019-12-27","147"
"6553","438412","꼭 때려야지만 아동학대인가요?????","육아/교육","2019-12-27","4,941"
"6554","438411","월차제도를 부활시켜 주세요","일자리","2019-12-27","215"
"6555","438410","식약처의 언론의 자유 탄압을 고발합니다.","보건복지","2019-12-26","2,748"
"6556","438409","[울산] 기획부동산에 당해서 자살한 4살 아기엄마 - 강력한 재발방지대책 필요합니다.","기타","2019-12-26","572"
"6557","438408","폐기물 처리장 건립을 막아주세요!","안전/환경","2019-12-26","1,680"
"6558","438407","용인시 처인구 고림동에 고유초,중학교 조속한 설립이 필요합니다.","육아/교육","2019-12-26","1,482"
"6559","438406","층간소음으로 고통받는 아래층을 보호해주세요","안전/환경","2019-12-26","664"
"6560","438405","대학병원의 개선해야부분들","안전/환경","2019-12-26","214"
"6561","438404","5등급차량 수도권 운행제한을 반대합니다.","안전/환경","2019-12-26","416"
"6562","438403","경찰청의 비정규직 직원에 대한 갑질을 막아주세요","일자리","2019-12-26","447"
"6563","438402","**주택의 부실시공과  고분양가 폭리, 여수시의 그럴싸한 행정","교통/건축/국토","2019-12-26","843"
"6564","438401","인천 중구 **초등학교 옆 주상복합 아파트 신축공사 반대합니다","육아/교육","2019-12-26","891"
"6565","438400","언론 및 언론사에 대한 징벌적 손해보상제도 도입을 청원합니다.","문화/예술/체육/언론","2019-12-26","682"
"6566","438399","2018년 박사모 폭행 사건 너무 억울하고 힘든것이 많습니다.","기타","2019-12-26","333"
"6567","438398","부대에서 휴가나온 남사친한테 성폭행당한후 모텔2층에서 떨어졌는데 철저히 조사해주세요","인권/성평등","2019-12-26","4,929"
"6568","438397","포털사이트 뉴스댓글 폐지 청원","기타","2019-12-26","2,959"
"6569","438396","김진표 민주당 의원을 차기 국무총리로 임명하는 것에 많은 국민이 반대합니다.","정치개혁","2019-12-25","22,166"
"6570","438395","한국남성과 외국인여성 (국제결혼)을 금지해주세요.","기타","2019-12-25","334"
"6571","438394","국회의원 및 공무원 군간부의 출퇴근 및 휴일휴가 아닌날의 골프장이용 등을 감찰부탁드립니다","정치개혁","2019-12-25","785"
"6572","438393","대기업과 시청으로 인해 저희 가족은 파괴 되어 갑니다","교통/건축/국토","2019-12-25","167"
"6573","438392","올해 시행된 제 56회 세무사 2차시험의 회계학 1부 문제유출에 대한 진상조사를 청원합니다.","기타","2019-12-25","610"
"6574","438391","매매혼을 조장하여 국제결혼 이주 여성의 인권을 낮추는 일부 국제결혼 중개업체에 대한 제재를 요구합니다.","인권/성평등","2019-12-25","5,359"
"6575","438390","버스회사의 일방적 해고통보.. 피할 수 없는 사고로 인한 버스기사의 억울한 사연..","인권/성평등","2019-12-25","1,120"
"6576","438389","2주택 매도시 양도세를 ""단일세율 70%""로 확정하여 더 이상 집값 폭등을 막아주세요.","교통/건축/국토","2019-12-25","382"
"6577","438388","**(주)대리점 횡포 갑질","행정","2019-12-25","147"
"6578","438387","적폐 복지센터를 퇴출시킵시다.","보건복지","2019-12-25","471"
"6579","438386","사위에게 학교 5개를 빼앗긴 불쌍한 교육자의 처절한 목소리를 들어 주십시오","문화/예술/체육/언론","2019-12-25","1,010"
"6580","438385","꼬미를 임시 보호 3시간 만에 살해, 사체 유기한 가해자를 강력 처벌해주세요 (동물보호법 강화)","반려동물","2019-12-25","6,596"
